time_s,adc,target,integral,error,kp,ki,output_x100,duty
18.778687477111816,2045,2048,-86,3,0.01,0.002,4986,50
18.887686014175415,2046,2048,-86,2,0.01,0.002,4985,50
18.994686126708984,2041,2048,-85,7,0.01,0.002,4990,50
19.102686882019043,2036,2048,-84,12,0.01,0.002,4995,50
19.210729598999023,2041,2048,-83,7,0.01,0.002,4990,50
19.318962574005127,2047,2048,-83,1,0.01,0.002,4984,50
19.4271457195282,2042,2048,-82,6,0.01,0.002,4989,50
19.534473657608032,2036,2048,-81,12,0.01,0.002,4996,50
19.642242431640625,2042,2048,-81,6,0.01,0.002,4990,50
19.750560522079468,2041,2048,-80,7,0.01,0.002,4991,50
19.859099626541138,2046,2048,-80,2,0.01,0.002,4986,50
19.96709895133972,2045,2048,-79,3,0.01,0.002,4987,50
20.07409906387329,2045,2048,-79,3,0.01,0.002,4987,50
20.182099103927612,2044,2048,-79,4,0.01,0.002,4988,50
20.290099143981934,2038,2048,-78,10,0.01,0.002,4994,50
20.398101568222046,2039,2048,-77,9,0.01,0.002,4994,50
20.506099224090576,2041,2048,-76,7,0.01,0.002,4992,50
20.614100217819214,2045,2048,-76,3,0.01,0.002,4988,50
20.72209930419922,1922,2048,-63,126,0.01,0.002,5113,51
20.83009910583496,2040,2048,-62,8,0.01,0.002,4995,50
20.938099145889282,2044,2048,-62,4,0.01,0.002,4992,50
21.04632592201233,2042,2048,-61,6,0.01,0.002,4994,50
21.153669118881226,2053,2048,-62,-5,0.01,0.002,4983,50
21.26166844367981,2041,2048,-61,7,0.01,0.002,4995,50
21.369701623916626,2041,2048,-61,7,0.01,0.002,4995,50
21.47770071029663,2047,2048,-60,1,0.01,0.002,4989,50
21.585703134536743,2037,2048,-59,11,0.01,0.002,4999,50
21.693519830703735,2046,2048,-59,2,0.01,0.002,4990,50
21.801388263702393,2050,2048,-59,-2,0.01,0.002,4986,50
21.909388303756714,2029,2048,-57,19,0.01,0.002,5007,50
22.017388582229614,2045,2048,-57,3,0.01,0.002,4991,50
22.125388145446777,2041,2048,-56,7,0.01,0.002,4996,50
22.233388423919678,2038,2048,-55,10,0.01,0.002,4999,50
22.341388463974,2039,2048,-55,9,0.01,0.002,4998,50
22.44938850402832,2046,2048,-54,2,0.01,0.002,4991,50
22.557388305664062,2041,2048,-54,7,0.01,0.002,4996,50
22.664698600769043,2044,2048,-53,4,0.01,0.002,4993,50
22.773255348205566,2047,2048,-53,1,0.01,0.002,4990,50
22.881258726119995,2041,2048,-52,7,0.01,0.002,4996,50
22.989253997802734,2042,2048,-52,6,0.01,0.002,4996,50
23.097254037857056,1996,2048,-47,52,0.01,0.002,5043,50
23.205254077911377,2050,2048,-47,-2,0.01,0.002,4989,50
23.3132541179657,2053,2048,-47,-5,0.01,0.002,4985,50
23.42037343978882,2039,2048,-46,9,0.01,0.002,5000,50
23.52837324142456,2041,2048,-46,7,0.01,0.002,4998,50
23.767293691635132,2047,2048,0,1,0.01,0.002,5001,50
23.875340223312378,2050,2048,0,-2,0.01,0.002,4998,50
23.98333978652954,2044,2048,0,4,0.01,0.002,5004,50
24.090340614318848,2052,2048,0,-4,0.01,0.002,4996,50
24.198339462280273,2044,2048,0,4,0.01,0.002,5004,50
24.304603099822998,2055,2048,0,-7,0.01,0.002,4993,50
24.412941217422485,2044,2048,0,4,0.01,0.002,5004,50
24.519941329956055,2081,2048,-3,-33,0.01,0.002,4966,50
24.627941131591797,2049,2048,-3,-1,0.01,0.002,4998,50
24.735941410064697,2044,2048,-2,4,0.01,0.002,5003,50
24.84394121170044,2052,2048,-3,-4,0.01,0.002,4995,50
24.951941967010498,2044,2048,-2,4,0.01,0.002,5003,50
25.05994153022766,2050,2048,-3,-2,0.01,0.002,4997,50
25.167941093444824,2049,2048,-3,-1,0.01,0.002,4998,50
25.274941205978394,2042,2048,-2,6,0.01,0.002,5005,50
25.382941007614136,2046,2048,-2,2,0.01,0.002,5002,50
25.49094319343567,2043,2048,-1,5,0.01,0.002,5005,50
25.599486827850342,2044,2048,-1,4,0.01,0.002,5004,50
25.70749068260193,2053,2048,-2,-5,0.01,0.002,4995,50
25.81476140022278,2045,2048,-1,3,0.01,0.002,5003,50
25.9229838848114,2042,2048,-1,6,0.01,0.002,5006,50
26.030689239501953,2045,2048,0,3,0.01,0.002,5003,50
26.137727737426758,2044,2048,0,4,0.01,0.002,5004,50
26.24472737312317,2040,2048,0,8,0.01,0.002,5008,50
26.35172748565674,2040,2048,1,8,0.01,0.002,5008,50
26.458727836608887,2044,2048,1,4,0.01,0.002,5004,50
26.565727710723877,2044,2048,1,4,0.01,0.002,5004,50
26.672236680984497,2047,2048,2,1,0.01,0.002,5001,50
26.77923607826233,2046,2048,2,2,0.01,0.002,5002,50
26.886237144470215,2044,2048,2,4,0.01,0.002,5005,50
26.99323606491089,2047,2048,2,1,0.01,0.002,5002,50
27.100239753723145,2045,2048,3,3,0.01,0.002,5004,50
27.20723605155945,2040,2048,3,8,0.01,0.002,5009,50
27.314236164093018,2049,2048,3,-1,0.01,0.002,5000,50
27.42223596572876,2055,2048,3,-7,0.01,0.002,4994,50
27.53057551383972,2042,2048,3,6,0.01,0.002,5007,50
