time_s,mcu_tick_ms,adc,target,integral,error,kp,ki,output_x100,duty
43.625324964523315,43139,2345,2400,3847,55,0.01,0.002,5824,58
43.73532295227051,43249,2368,2400,3850,32,0.01,0.002,5802,58
43.8453209400177,43359,2340,2400,3856,60,0.01,0.002,5831,58
43.95531892776489,43469,2372,2400,3859,28,0.01,0.002,5800,58
44.065319299697876,43579,2343,2400,3864,57,0.01,0.002,5830,58
44.17533206939697,43689,2352,2400,3869,48,0.01,0.002,5822,58
44.285378217697144,43799,2369,2400,3872,31,0.01,0.002,5806,58
44.395376205444336,43909,2365,2400,3876,35,0.01,0.002,5810,58
44.50565242767334,44019,2344,2400,3881,56,0.01,0.002,5832,58
44.61649179458618,44129,2371,2400,3884,29,0.01,0.002,5806,58
44.726014137268066,44239,2364,2400,3888,36,0.01,0.002,5814,58
44.83548092842102,44349,2346,2400,3893,54,0.01,0.002,5833,58
44.94605374336243,44459,2354,2400,3898,46,0.01,0.002,5826,58
45.055925369262695,44569,2370,2400,3901,30,0.01,0.002,5810,58
45.16592311859131,44679,2345,2400,3906,55,0.01,0.002,5836,58
45.2759211063385,44789,2357,2400,3911,43,0.01,0.002,5825,58
45.38597369194031,44899,2353,2400,3915,47,0.01,0.002,5830,58
45.49597191810608,45009,2352,2400,3920,48,0.01,0.002,5832,58
45.605984687805176,45119,2353,2400,3925,47,0.01,0.002,5832,58
45.71598267555237,45229,2354,2400,3929,46,0.01,0.002,5832,58
45.82620668411255,45339,2353,2400,3934,47,0.01,0.002,5834,58
45.93620467185974,45449,2372,2400,3937,28,0.01,0.002,5815,58
46.04623222351074,45559,2348,2400,3942,52,0.01,0.002,5841,58
46.15686321258545,45669,2358,2400,3946,42,0.01,0.002,5831,58
46.26621413230896,45779,2372,2400,3949,28,0.01,0.002,5818,58
46.37625432014465,45889,2349,2400,3954,51,0.01,0.002,5842,58
46.487252712249756,45999,2356,2400,3959,44,0.01,0.002,5836,58
46.59724998474121,46109,2376,2400,3961,24,0.01,0.002,5816,58
46.707247734069824,46219,2366,2400,3964,34,0.01,0.002,5827,58
46.81681513786316,46329,2354,2400,3969,46,0.01,0.002,5840,58
46.92681312561035,46439,2357,2400,3973,43,0.01,0.002,5838,58
47.036813497543335,46549,2355,2400,3978,45,0.01,0.002,5841,58
47.14682364463806,46659,2359,2400,3982,41,0.01,0.002,5837,58
47.256892919540405,46769,2358,2400,3986,42,0.01,0.002,5839,58
47.366923093795776,46879,2373,2400,3989,27,0.01,0.002,5825,58
47.47692084312439,46989,2351,2400,3994,49,0.01,0.002,5848,58
47.586918592453,47099,2362,2400,3997,38,0.01,0.002,5838,58
47.696916580200195,47209,2376,2400,4000,24,0.01,0.002,5824,58
47.80767583847046,47319,2351,2400,4005,49,0.01,0.002,5850,59
47.91703963279724,47429,2362,2400,4009,38,0.01,0.002,5840,58
48.02738833427429,47539,2373,2400,4011,27,0.01,0.002,5829,58
48.13738560676575,47649,2354,2400,4016,46,0.01,0.002,5849,58
48.24738359451294,47759,2362,2400,4020,38,0.01,0.002,5842,58
48.357890129089355,47869,2376,2400,4022,24,0.01,0.002,5829,58
48.46788835525513,47979,2373,2400,4025,27,0.01,0.002,5832,58
48.57748889923096,48089,2354,2400,4029,46,0.01,0.002,5852,59
48.687488079071045,48199,2360,2400,4033,40,0.01,0.002,5847,58
48.79751133918762,48309,2362,2400,4037,38,0.01,0.002,5846,58
48.907509088516235,48419,2361,2400,4041,39,0.01,0.002,5847,58
49.01750707626343,48529,2362,2400,4045,38,0.01,0.002,5847,58
49.12793850898743,48639,2380,2400,4047,20,0.01,0.002,5829,58
49.23793578147888,48749,2355,2400,4051,45,0.01,0.002,5855,59
49.34796905517578,48859,2366,2400,4055,34,0.01,0.002,5845,58
49.45811653137207,48969,2380,2400,4057,20,0.01,0.002,5831,58
49.568278551101685,49079,2354,2400,4061,46,0.01,0.002,5858,59
49.6782763004303,49189,2366,2400,4065,34,0.01,0.002,5847,58
49.78827404975891,49299,2381,2400,4067,19,0.01,0.002,5832,58
49.898292779922485,49409,2350,2400,4072,50,0.01,0.002,5864,59
50.00779891014099,49519,2365,2400,4075,35,0.01,0.002,5850,59
50.118345737457275,49629,2380,2400,4077,20,0.01,0.002,5836,58
50.22834348678589,49739,2376,2400,4080,24,0.01,0.002,5840,58
50.33837532997131,49849,2357,2400,4084,43,0.01,0.002,5860,59
50.448373317718506,49959,2365,2400,4087,35,0.01,0.002,5853,59
50.558372497558594,50069,2362,2400,4091,38,0.01,0.002,5856,59
50.6684193611145,50179,2365,2400,4095,35,0.01,0.002,5854,59
50.77841639518738,50289,2362,2400,4098,38,0.01,0.002,5858,59
50.88892459869385,50399,2383,2400,4100,17,0.01,0.002,5837,58
50.9987587928772,50509,2356,2400,4105,44,0.01,0.002,5865,59
51.109169483184814,50619,2388,2400,4106,12,0.01,0.002,5833,58
51.219167709350586,50729,2354,2400,4110,46,0.01,0.002,5868,59
51.3291654586792,50839,2388,2400,4112,12,0.01,0.002,5834,58
51.43916368484497,50949,2372,2400,4114,28,0.01,0.002,5851,59
51.549209117889404,51059,2359,2400,4118,41,0.01,0.002,5865,59
51.658206939697266,51169,2364,2400,4122,36,0.01,0.002,5861,59
51.76920485496521,51279,2384,2400,4124,16,0.01,0.002,5841,58
51.87926197052002,51389,2376,2400,4126,24,0.01,0.002,5849,58
51.98925971984863,51499,2381,2400,4128,19,0.01,0.002,5845,58
52.099257707595825,51609,2360,2400,4132,40,0.01,0.002,5867,59
52.20905947685242,51719,2388,2400,4133,12,0.01,0.002,5839,58
52.318947553634644,51829,2380,2400,4135,20,0.01,0.002,5847,58
52.429027795791626,51939,2360,2400,4139,40,0.01,0.002,5868,59
52.53902554512024,52049,2367,2400,4142,33,0.01,0.002,5862,59
52.64880394935608,52159,2384,2400,4144,16,0.01,0.002,5845,58
52.75914239883423,52269,2360,2400,4148,40,0.01,0.002,5870,59
52.869202852249146,52379,2367,2400,4151,33,0.01,0.002,5863,59
52.97874188423157,52489,2364,2400,4155,36,0.01,0.002,5867,59
53.08878517150879,52599,2370,2400,4158,30,0.01,0.002,5862,59
53.1987841129303,52709,2387,2400,4159,13,0.01,0.002,5845,58
53.30978202819824,52819,2357,2400,4164,43,0.01,0.002,5876,59
53.41928768157959,52929,2373,2400,4166,27,0.01,0.002,5860,59
53.529285192489624,53039,2366,2400,4170,34,0.01,0.002,5868,59
53.63945031166077,53149,2371,2400,4173,29,0.01,0.002,5864,59
53.74944829940796,53259,2366,2400,4176,34,0.01,0.002,5869,59
53.85947799682617,53369,2371,2400,4179,29,0.01,0.002,5865,59
53.969475746154785,53479,2368,2400,4182,32,0.01,0.002,5869,59
54.07950234413147,53589,2387,2400,4183,13,0.01,0.002,5850,58
54.18949866294861,53699,2360,2400,4187,40,0.01,0.002,5878,59
54.299665451049805,53809,2374,2400,4190,26,0.01,0.002,5864,59
54.41011953353882,53919,2366,2400,4193,34,0.01,0.002,5873,59
54.520172119140625,54029,2371,2400,4196,29,0.01,0.002,5868,59
54.62963795661926,54139,2370,2400,4199,30,0.01,0.002,5870,59
54.73963713645935,54249,2370,2400,4202,30,0.01,0.002,5871,59
54.84968042373657,54359,2371,2400,4205,29,0.01,0.002,5870,59
54.960217237472534,54469,2388,2400,4206,12,0.01,0.002,5853,59
55.07026124000549,54579,2362,2400,4210,38,0.01,0.002,5880,59
55.18025875091553,54689,2373,2400,4213,27,0.01,0.002,5870,59
55.2902569770813,54799,2388,2400,4214,12,0.01,0.002,5855,59
55.4003643989563,54909,2362,2400,4218,38,0.01,0.002,5882,59
55.51036238670349,55019,2391,2400,4219,9,0.01,0.002,5853,59
55.618868827819824,55128,2361,2400,4223,39,0.01,0.002,5884,59
55.72986650466919,55238,2392,2400,4223,8,0.01,0.002,5853,59
55.83863425254822,55347,2363,2400,4227,37,0.01,0.002,5883,59
55.94797134399414,55457,2374,2400,4230,26,0.01,0.002,5872,59
56.05902433395386,55567,2369,2400,4233,31,0.01,0.002,5878,59
56.16802144050598,55677,2394,2400,4233,6,0.01,0.002,5853,59
56.278019428253174,55786,2362,2400,4237,38,0.01,0.002,5886,59
56.388017416000366,55896,2378,2400,4239,22,0.01,0.002,5870,59
56.49801564216614,56006,2389,2400,4241,11,0.01,0.002,5859,59
56.60801386833191,56116,2366,2400,4244,34,0.01,0.002,5883,59
56.71817660331726,56226,2373,2400,4247,27,0.01,0.002,5876,59
56.82770776748657,56336,2392,2400,4247,8,0.01,0.002,5858,59
56.93674087524414,56445,2366,2400,4251,34,0.01,0.002,5884,59
57.04674005508423,56555,2375,2400,4253,25,0.01,0.002,5876,59
57.15673637390137,56665,2375,2400,4256,25,0.01,0.002,5876,59
57.26673483848572,56775,2393,2400,4257,7,0.01,0.002,5858,59
57.37575721740723,56884,2366,2400,4260,34,0.01,0.002,5886,59
57.48598837852478,56994,2399,2400,4260,1,0.01,0.002,5853,59
57.59584379196167,57103,2360,2400,4264,40,0.01,0.002,5893,59
57.70584177970886,57213,2378,2400,4266,22,0.01,0.002,5875,59
57.81491661071777,57323,2373,2400,4269,27,0.01,0.002,5881,59
57.925220251083374,57433,2375,2400,4271,25,0.01,0.002,5879,59
58.035362243652344,57543,2373,2400,4274,27,0.01,0.002,5882,59
58.145360231399536,57653,2375,2400,4277,25,0.01,0.002,5880,59
58.25535821914673,57763,2374,2400,4279,26,0.01,0.002,5882,59
58.36535692214966,57873,2375,2400,4282,25,0.01,0.002,5881,59
58.475356101989746,57983,2375,2400,4284,25,0.01,0.002,5882,59
58.58586120605469,58093,2391,2400,4285,9,0.01,0.002,5866,59
58.695189237594604,58202,2370,2400,4288,30,0.01,0.002,5888,59
58.805187463760376,58312,2378,2400,4290,22,0.01,0.002,5880,59
58.91520547866821,58422,2393,2400,4291,7,0.01,0.002,5865,59
59.02403545379639,58531,2368,2400,4294,32,0.01,0.002,5891,59
59.13424587249756,58641,2396,2400,4295,4,0.01,0.002,5863,59
59.24275851249695,58750,2366,2400,4298,34,0.01,0.002,5894,59
59.35275673866272,58860,2397,2400,4298,3,0.01,0.002,5863,59
59.46186923980713,58969,2365,2400,4302,35,0.01,0.002,5895,59
59.57186722755432,59079,2382,2400,4304,18,0.01,0.002,5879,59
59.68237662315369,59189,2374,2400,4306,26,0.01,0.002,5887,59
59.79237508773804,59299,2395,2400,4307,5,0.01,0.002,5866,59
59.901477336883545,59408,2371,2400,4310,29,0.01,0.002,5891,59
60.01142191886902,59518,2379,2400,4312,21,0.01,0.002,5883,59
60.121418714523315,59628,2392,2400,4313,8,0.01,0.002,5871,59
60.2304162979126,59737,2370,2400,4316,30,0.01,0.002,5893,59
60.34008979797363,59847,2377,2400,4318,23,0.01,0.002,5887,59
60.45109963417053,59957,2378,2400,4320,22,0.01,0.002,5886,59
60.56009650230408,60067,2396,2400,4320,4,0.01,0.002,5868,59
60.669315814971924,60176,2367,2400,4324,33,0.01,0.002,5898,59
60.77972912788391,60286,2382,2400,4326,18,0.01,0.002,5883,59
60.890000104904175,60396,2372,2400,4328,28,0.01,0.002,5894,59
61.00006365776062,60506,2396,2400,4329,4,0.01,0.002,5870,59
61.10910630226135,60615,2368,2400,4332,32,0.01,0.002,5898,59
61.21910548210144,60725,2400,2400,4332,0,0.01,0.002,5866,59
61.3281466960907,60834,2389,2400,4333,11,0.01,0.002,5878,59
61.43814468383789,60944,2373,2400,4336,27,0.01,0.002,5894,59
61.54820680618286,61054,2379,2400,4338,21,0.01,0.002,5889,59
61.65820503234863,61164,2377,2400,4340,23,0.01,0.002,5891,59
61.76820397377014,61274,2379,2400,4342,21,0.01,0.002,5890,59
61.87822461128235,61384,2376,2400,4345,24,0.01,0.002,5893,59
61.98780655860901,61494,2377,2400,4347,23,0.01,0.002,5892,59
62.098803758621216,61604,2378,2400,4349,22,0.01,0.002,5892,59
62.2078971862793,61714,2396,2400,4350,4,0.01,0.002,5874,59
62.31714653968811,61823,2370,2400,4353,30,0.01,0.002,5901,59
62.42756366729736,61933,2381,2400,4354,19,0.01,0.002,5890,59
62.53756141662598,62043,2397,2400,4355,3,0.01,0.002,5874,59
62.646559715270996,62152,2371,2400,4358,29,0.01,0.002,5901,59
62.75702691078186,62262,2380,2400,4360,20,0.01,0.002,5892,59
62.86705708503723,62372,2376,2400,4362,24,0.01,0.002,5897,59
62.97675895690918,62482,2379,2400,4364,21,0.01,0.002,5894,59
63.08675813674927,62592,2375,2400,4367,25,0.01,0.002,5898,59
63.19675350189209,62702,2382,2400,4368,18,0.01,0.002,5892,59
63.30675172805786,62812,2377,2400,4371,23,0.01,0.002,5897,59
63.41679668426514,62922,2400,2400,4371,0,0.01,0.002,5874,59
63.52585458755493,63031,2389,2400,4372,11,0.01,0.002,5885,59
63.63583779335022,63141,2376,2400,4374,24,0.01,0.002,5899,59
63.74583601951599,63251,2403,2400,4374,-3,0.01,0.002,5872,59
63.855833768844604,63361,2369,2400,4377,31,0.01,0.002,5907,59
63.966673851013184,63471,2386,2400,4378,14,0.01,0.002,5890,59
64.07603335380554,63581,2377,2400,4381,23,0.01,0.002,5899,59
64.18603134155273,63691,2381,2400,4383,19,0.01,0.002,5896,59
64.29602885246277,63801,2401,2400,4383,-1,0.01,0.002,5876,59
64.4060275554657,63911,2389,2400,4384,11,0.01,0.002,5888,59
64.51602530479431,64021,2397,2400,4384,3,0.01,0.002,5880,59
64.62502312660217,64130,2371,2400,4387,29,0.01,0.002,5906,59
64.73502135276794,64240,2403,2400,4387,-3,0.01,0.002,5874,59
64.84602308273315,64350,2369,2400,4390,31,0.01,0.002,5909,59
64.9558641910553,64460,2404,2400,4389,-4,0.01,0.002,5874,59
65.06586217880249,64570,2386,2400,4391,14,0.01,0.002,5892,59
65.17589616775513,64680,2396,2400,4391,4,0.01,0.002,5882,59
65.28489422798157,64789,2372,2400,4394,28,0.01,0.002,5907,59
65.39440035820007,64899,2386,2400,4395,14,0.01,0.002,5893,59
65.50439882278442,65009,2395,2400,4396,5,0.01,0.002,5884,59
65.61359333992004,65118,2374,2400,4398,26,0.01,0.002,5906,59
65.72410225868225,65228,2385,2400,4400,15,0.01,0.002,5895,59
65.83410024642944,65338,2400,2400,4400,0,0.01,0.002,5880,59
65.94318675994873,65447,2392,2400,4401,8,0.01,0.002,5888,59
66.05233263969421,65556,2378,2400,4403,22,0.01,0.002,5903,59
66.16191053390503,65666,2399,2400,4403,1,0.01,0.002,5882,59
66.27090859413147,65775,2392,2400,4404,8,0.01,0.002,5889,59
66.37992238998413,65884,2375,2400,4406,25,0.01,0.002,5906,59
66.49042701721191,65994,2387,2400,4408,13,0.01,0.002,5895,59
66.60042786598206,66104,2377,2400,4410,23,0.01,0.002,5905,59
66.71046686172485,66214,2385,2400,4411,15,0.01,0.002,5897,59
66.82046508789062,66324,2381,2400,4413,19,0.01,0.002,5902,59
66.93046259880066,66434,2381,2400,4415,19,0.01,0.002,5902,59
67.04046106338501,66544,2399,2400,4415,1,0.01,0.002,5884,59
67.14967846870422,66653,2373,2400,4418,27,0.01,0.002,5911,59
67.25997853279114,66763,2385,2400,4419,15,0.01,0.002,5899,59
67.3691029548645,66873,2400,2400,4419,0,0.01,0.002,5884,59
67.4791009426117,66982,2392,2400,4420,8,0.01,0.002,5892,59
67.58809876441956,67091,2378,2400,4422,22,0.01,0.002,5907,59
67.69812035560608,67201,2403,2400,4422,-3,0.01,0.002,5882,59
67.80813813209534,67311,2393,2400,4423,7,0.01,0.002,5892,59
67.91668391227722,67420,2377,2400,4425,23,0.01,0.002,5908,59
68.026682138443,67530,2404,2400,4425,-4,0.01,0.002,5881,59
68.13668012619019,67640,2392,2400,4426,8,0.01,0.002,5893,59
68.24566078186035,67749,2378,2400,4428,22,0.01,0.002,5908,59
68.35565876960754,67859,2385,2400,4429,15,0.01,0.002,5901,59
68.46577835083008,67969,2381,2400,4431,19,0.01,0.002,5905,59
68.57577633857727,68079,2402,2400,4431,-2,0.01,0.002,5884,59
68.68582916259766,68189,2394,2400,4432,6,0.01,0.002,5892,59
68.79514980316162,68298,2379,2400,4434,21,0.01,0.002,5908,59
68.9055347442627,68408,2385,2400,4435,15,0.01,0.002,5902,59
69.01553392410278,68518,2401,2400,4435,-1,0.01,0.002,5886,59
69.1255304813385,68628,2395,2400,4436,5,0.01,0.002,5892,59
69.23452854156494,68737,2379,2400,4438,21,0.01,0.002,5909,59
69.3450722694397,68847,2404,2400,4437,-4,0.01,0.002,5884,59
69.45457816123962,68957,2393,2400,4438,7,0.01,0.002,5895,59
69.5635757446289,69066,2377,2400,4440,23,0.01,0.002,5911,59
69.67357349395752,69176,2404,2400,4440,-4,0.01,0.002,5884,59
69.78357172012329,69286,2392,2400,4441,8,0.01,0.002,5896,59
69.89256954193115,69395,2382,2400,4442,18,0.01,0.002,5907,59
70.00256752967834,69505,2386,2400,4444,14,0.01,0.002,5903,59
70.11256551742554,69615,2400,2400,4444,0,0.01,0.002,5889,59
70.22199010848999,69724,2396,2400,4444,4,0.01,0.002,5893,59
70.33098793029785,69833,2378,2400,4446,22,0.01,0.002,5911,59
70.44118666648865,69943,2404,2400,4446,-4,0.01,0.002,5885,59
70.55133700370789,70053,2396,2400,4446,4,0.01,0.002,5893,59
70.66033673286438,70162,2378,2400,4449,22,0.01,0.002,5912,59
70.77037072181702,70272,2403,2400,4448,-3,0.01,0.002,5887,59
70.87995433807373,70382,2378,2400,4451,22,0.01,0.002,5912,59
70.9901921749115,70492,2384,2400,4452,16,0.01,0.002,5907,59
71.10040998458862,70602,2385,2400,4454,15,0.01,0.002,5906,59
71.2104082107544,70712,2385,2400,4455,15,0.01,0.002,5906,59
71.32040596008301,70822,2403,2400,4455,-3,0.01,0.002,5888,59
71.4304039478302,70932,2396,2400,4455,4,0.01,0.002,5895,59
71.53940200805664,71041,2380,2400,4457,20,0.01,0.002,5912,59
71.6494460105896,71151,2404,2400,4457,-4,0.01,0.002,5887,59
71.75951814651489,71261,2393,2400,4458,7,0.01,0.002,5899,59
71.86851525306702,71370,2382,2400,4459,18,0.01,0.002,5910,59
71.97867727279663,71480,2386,2400,4461,14,0.01,0.002,5906,59
72.08855438232422,71590,2404,2400,4460,-4,0.01,0.002,5888,59
72.19869494438171,71700,2397,2400,4461,3,0.01,0.002,5895,59
72.30774116516113,71809,2382,2400,4462,18,0.01,0.002,5911,59
72.41773891448975,71919,2386,2400,4464,14,0.01,0.002,5907,59
72.52853274345398,72029,2404,2400,4463,-4,0.01,0.002,5889,59
72.63753080368042,72139,2396,2400,4464,4,0.01,0.002,5897,59
72.74752902984619,72248,2382,2400,4466,18,0.01,0.002,5911,59
72.85706877708435,72358,2403,2400,4465,-3,0.01,0.002,5890,59
72.96706652641296,72468,2378,2400,4468,22,0.01,0.002,5916,59
73.0771050453186,72578,2390,2400,4469,10,0.01,0.002,5904,59
73.18710279464722,72688,2383,2400,4470,17,0.01,0.002,5911,59
73.29710102081299,72798,2385,2400,4472,15,0.01,0.002,5909,59
73.4070987701416,72908,2385,2400,4473,15,0.01,0.002,5910,59
73.51713037490845,73018,2384,2400,4475,16,0.01,0.002,5911,59
73.62721180915833,73128,2404,2400,4474,-4,0.01,0.002,5891,59
73.73798871040344,73238,2395,2400,4475,5,0.01,0.002,5900,59
73.84679651260376,73347,2380,2400,4477,20,0.01,0.002,5915,59
73.95679426193237,73457,2390,2400,4478,10,0.01,0.002,5906,59
74.06684827804565,73567,2404,2400,4478,-4,0.01,0.002,5892,59
74.17684602737427,73677,2397,2400,4478,3,0.01,0.002,5899,59
74.28584408760071,73786,2380,2400,4480,20,0.01,0.002,5916,59
74.3958420753479,73896,2390,2400,4481,10,0.01,0.002,5906,59
74.50560116767883,74006,2406,2400,4480,-6,0.01,0.002,5890,59
74.61559891700745,74116,2377,2400,4483,23,0.01,0.002,5920,59
74.72559690475464,74226,2388,2400,4484,12,0.01,0.002,5909,59
74.83559489250183,74336,2386,2400,4485,14,0.01,0.002,5911,59
74.94616651535034,74446,2404,2400,4485,-4,0.01,0.002,5893,59
75.05618929862976,74556,2396,2400,4485,4,0.01,0.002,5901,59
75.16518688201904,74665,2381,2400,4487,19,0.01,0.002,5917,59
75.27542066574097,74775,2408,2400,4486,-8,0.01,0.002,5889,59
75.38479089736938,74885,2396,2400,4487,4,0.01,0.002,5901,59
75.49479031562805,74994,2379,2400,4489,21,0.01,0.002,5919,59
75.60478663444519,75104,2389,2400,4490,11,0.01,0.002,5909,59
75.71478509902954,75214,2384,2400,4491,16,0.01,0.002,5914,59
75.82492971420288,75324,2405,2400,4491,-5,0.01,0.002,5893,59
75.93392705917358,75434,2395,2400,4491,5,0.01,0.002,5903,59
76.04347085952759,75543,2382,2400,4493,18,0.01,0.002,5917,59
76.1534686088562,75653,2410,2400,4492,-10,0.01,0.002,5889,59
76.26350975036621,75763,2377,2400,4495,23,0.01,0.002,5922,59
76.37350726127625,75873,2408,2400,4494,-8,0.01,0.002,5891,59
76.48350524902344,75983,2376,2400,4496,24,0.01,0.002,5923,59
76.59351444244385,76093,2409,2400,4495,-9,0.01,0.002,5890,59
76.70352578163147,76203,2377,2400,4498,23,0.01,0.002,5923,59
76.81352353096008,76313,2390,2400,4499,10,0.01,0.002,5910,59
76.92373514175415,76423,2386,2400,4500,14,0.01,0.002,5914,59
77.03420925140381,76533,2404,2400,4500,-4,0.01,0.002,5896,59
77.14398097991943,76643,2401,2400,4499,-1,0.01,0.002,5899,59
77.25402665138245,76753,2400,2400,4499,0,0.01,0.002,5900,59
77.36308097839355,76862,2400,2400,4499,0,0.01,0.002,5900,59
77.47207880020142,76971,2400,2400,4499,0,0.01,0.002,5900,59
77.5810067653656,77080,2401,2400,4499,-1,0.01,0.002,5899,59
77.69088530540466,77190,2381,2400,4501,19,0.01,0.002,5919,59
77.8009033203125,77300,2388,2400,4502,12,0.01,0.002,5913,59
77.9109001159668,77410,2385,2400,4504,15,0.01,0.002,5916,59
78.02092409133911,77520,2389,2400,4505,11,0.01,0.002,5912,59
78.13192176818848,77630,2384,2400,4507,16,0.01,0.002,5917,59
78.24093294143677,77740,2408,2400,4506,-8,0.01,0.002,5893,59
78.35093879699707,77850,2377,2400,4508,23,0.01,0.002,5925,59
78.46144461631775,77960,2389,2400,4509,11,0.01,0.002,5913,59
78.57201933860779,78070,2404,2400,4509,-4,0.01,0.002,5898,59
78.68147301673889,78180,2400,2400,4509,0,0.01,0.002,5902,59
78.79069089889526,78289,2401,2400,4509,-1,0.01,0.002,5901,59
78.90068864822388,78399,2400,2400,4509,0,0.01,0.002,5902,59
79.00973892211914,78508,2401,2400,4509,-1,0.01,0.002,5901,59
79.11973667144775,78618,2380,2400,4511,20,0.01,0.002,5922,59
79.22973465919495,78728,2389,2400,4512,11,0.01,0.002,5913,59
79.33973288536072,78838,2384,2400,4513,16,0.01,0.002,5919,59
79.45008778572083,78948,2389,2400,4514,11,0.01,0.002,5914,59
79.5600860118866,79058,2403,2400,4514,-3,0.01,0.002,5900,59
79.67050170898438,79168,2382,2400,4516,18,0.01,0.002,5921,59
79.77950024604797,79278,2409,2400,4515,-9,0.01,0.002,5894,59
79.89056324958801,79388,2397,2400,4515,3,0.01,0.002,5906,59
79.99956202507019,79497,2384,2400,4517,16,0.01,0.002,5919,59
80.10883402824402,79607,2408,2400,4516,-8,0.01,0.002,5895,59
80.21918177604675,79717,2401,2400,4516,-1,0.01,0.002,5902,59
80.32922101020813,79827,2401,2400,4516,-1,0.01,0.002,5902,59
80.4392192363739,79937,2400,2400,4516,0,0.01,0.002,5903,59
80.54821705818176,80046,2400,2400,4516,0,0.01,0.002,5903,59
80.65721487998962,80155,2401,2400,4516,-1,0.01,0.002,5902,59
80.76727962493896,80265,2380,2400,4518,20,0.01,0.002,5924,59
80.87727737426758,80375,2391,2400,4519,9,0.01,0.002,5913,59
80.98631691932678,80484,2406,2400,4518,-6,0.01,0.002,5898,59
81.09631538391113,80594,2401,2400,4518,-1,0.01,0.002,5903,59
81.20633625984192,80704,2400,2400,4518,0,0.01,0.002,5904,59
81.3153338432312,80813,2381,2400,4520,19,0.01,0.002,5923,59
81.42533135414124,80923,2410,2400,4519,-10,0.01,0.002,5894,59
81.53584289550781,81033,2397,2400,4519,3,0.01,0.002,5907,59
81.64483714103699,81142,2384,2400,4521,16,0.01,0.002,5920,59
81.75514388084412,81252,2408,2400,4520,-8,0.01,0.002,5896,59
81.86466383934021,81362,2401,2400,4520,-1,0.01,0.002,5903,59
81.97466158866882,81472,2381,2400,4522,19,0.01,0.002,5923,59
82.08470034599304,81582,2386,2400,4523,14,0.01,0.002,5919,59
82.19469809532166,81692,2411,2400,4522,-11,0.01,0.002,5894,59
82.30482268333435,81802,2398,2400,4522,2,0.01,0.002,5907,59
82.41382145881653,81911,2385,2400,4524,15,0.01,0.002,5920,59
82.52381873130798,82021,2388,2400,4525,12,0.01,0.002,5917,59
82.63383197784424,82131,2389,2400,4526,11,0.01,0.002,5916,59
82.74382996559143,82241,2390,2400,4527,10,0.01,0.002,5916,59
82.85433292388916,82351,2391,2400,4528,9,0.01,0.002,5915,59
82.96333074569702,82460,2386,2400,4529,14,0.01,0.002,5920,59
83.07332849502563,82570,2409,2400,4529,-9,0.01,0.002,5897,59
83.18332743644714,82680,2401,2400,4528,-1,0.01,0.002,5905,59
83.29343366622925,82790,2382,2400,4530,18,0.01,0.002,5924,59
83.40371227264404,82900,2408,2400,4529,-8,0.01,0.002,5898,59
83.51306009292603,83010,2401,2400,4529,-1,0.01,0.002,5905,59
83.62305784225464,83120,2381,2400,4531,19,0.01,0.002,5925,59
83.73305583000183,83230,2392,2400,4532,8,0.01,0.002,5915,59
83.84219431877136,83339,2387,2400,4533,13,0.01,0.002,5920,59
83.95226550102234,83449,2408,2400,4533,-8,0.01,0.002,5899,59
84.06226348876953,83559,2400,2400,4533,0,0.01,0.002,5907,59
84.17179918289185,83668,2405,2400,4532,-5,0.01,0.002,5902,59
84.28179788589478,83778,2399,2400,4532,1,0.01,0.002,5908,59
84.39082837104797,83887,2404,2400,4532,-4,0.01,0.002,5902,59
84.5008282661438,83997,2400,2400,4532,0,0.01,0.002,5906,59
84.60982418060303,84106,2402,2400,4532,-2,0.01,0.002,5904,59
84.71988677978516,84216,2381,2400,4533,19,0.01,0.002,5926,59
84.82990884780884,84326,2394,2400,4534,6,0.01,0.002,5913,59
84.93919038772583,84435,2405,2400,4534,-5,0.01,0.002,5902,59
85.0490927696228,84545,2400,2400,4534,0,0.01,0.002,5907,59
85.15852689743042,84654,2402,2400,4533,-2,0.01,0.002,5905,59
85.26857328414917,84764,2382,2400,4535,18,0.01,0.002,5925,59
85.37844586372375,84874,2394,2400,4536,6,0.01,0.002,5913,59
85.48744583129883,84983,2385,2400,4537,15,0.01,0.002,5923,59
85.59755802154541,85093,2392,2400,4538,8,0.01,0.002,5916,59
85.70645093917847,85202,2391,2400,4539,9,0.01,0.002,5917,59
85.81544995307922,85311,2410,2400,4538,-10,0.01,0.002,5898,59
85.92534279823303,85421,2401,2400,4538,-1,0.01,0.002,5907,59
86.03533840179443,85531,2386,2400,4539,14,0.01,0.002,5922,59
86.14533638954163,85641,2411,2400,4538,-11,0.01,0.002,5897,59
86.25568342208862,85751,2401,2400,4538,-1,0.01,0.002,5907,59
86.36499738693237,85861,2403,2400,4538,-3,0.01,0.002,5905,59
86.47599506378174,85971,2401,2400,4538,-1,0.01,0.002,5907,59
86.58528423309326,86081,2404,2400,4537,-4,0.01,0.002,5904,59
86.6957619190216,86191,2401,2400,4537,-1,0.01,0.002,5907,59
86.80529522895813,86301,2387,2400,4538,13,0.01,0.002,5921,59
86.91529321670532,86411,2389,2400,4540,11,0.01,0.002,5919,59
87.02569508552551,86521,2409,2400,4539,-9,0.01,0.002,5899,59
87.1357090473175,86631,2382,2400,4540,18,0.01,0.002,5926,59
